#
# TAYLOR DOME st9810 TIMESCALE AND 
# Quaternary Isotope Laboratory 20-CM RESOLUTION DELTA 18-O DATA 
#
#  Data Description:
#
#  The delta 18O values were determined at the Quaternary Isotope Laboratory
#  (M. Stuiver, Box 351360, University of Washington, Seattle WA 98195, USA).
#  The time scale (st9810) is a combined timescale from geophysical
#  measurements, gas-correation with the GISP2 layer-counted 
#  chronology (central Greenland), and interpolation using gas and 
#  10-Be control points.  Details are given in Steig et al., 1999.
#
#  All of the data in this file are from samples bottled at the
#  University of New Hampshire.  Samples are "residue" from the UNH
#  automated melting system, used as a prep. system for ion 
#  chromatography measurements.  All ice was sampled at the National
#  Ice Core Laboratory.
# 
#  Reference:
#
#  Steig EJ, Hart CP, White JWC, Cunningham WL, Davis MD & Saltzman ES.
#  Changes in climate, ocean and ice sheet conditions in the Ross
#  Embayment at 6 ka. Annals of Glaciology 27, 305-310 (1998).   
#
#  Steig EJ, Morse DL, Waddington ED, Stuiver M, Grootes PM. Wisconsinan
#  and Holocene climate history from an ice core at Taylor Dome, western 
#  Ross Embayment, Antarctica. Geografiska Annaler 82A: 213-235 (2000).
#
# Depth	Age (ka)	del18O
# (top, m)	(st9810)	per mil
494	77.635	-42.32
494.2	77.8	-41.84
494.4	77.966	-42.5
494.6	78.131	-42.5
494.8	78.297	-42.02
495	78.462	-41.02
495.2	78.628	-41.29
495.33	78.736	-41.49
495.6	78.962	-41.58
495.8	79.14	-42.03
496	79.318	-42.08
496.22	79.515	-41.53
496.43	79.702	-41.73
496.65	79.898	-41.23
496.8	80.032	-41.91
497	80.21	-40.74
497.23	80.415	-41.44
497.54	80.691	-40.82
497.65	80.789	-41.34
497.8	80.923	-41.14
497.98	81.083	-40.78
498.23	81.306	-40.51
498.4	81.458	-40.91
498.58	81.618	-40.55
498.83	81.841	-41.14
499	81.993	-40.49
499.29	82.251	-40.62
499.43	82.376	-40.28
499.6	82.527	-40.31
499.8	82.706	-40.11
499.99	82.875	-40.37
500.2	83.062	-40.12
500.4	83.241	-39.8
500.6	83.419	-40.12
500.8	83.597	-39.61
501	83.775	-39.52
501.28	84.04	-39.74
501.4	84.156	-39.61
501.6	84.35	-39.34
501.8	84.543	-39.08
502	84.737	-38.76
502.2	84.931	-39.45
502.4	85.124	-38.71
502.6	85.318	-38.47
502.8	85.512	-38.49
503	85.705	-38.66
503.2	85.899	-38.72
503.4	86.093	-38.91
503.63	86.315	-39.1
503.8	86.48	-39.42
504	86.673	-39.21
504.2	86.867	-39.41
504.42	87.08	-39.16
504.61	87.264	-39.43
504.8	87.448	-39.54
505	87.642	-39.58
505.2	87.835	-39.86
505.4	88.029	-40.06
505.6	88.222	-40.53
505.77	88.387	-39.89
506	88.61	-40
506.12	88.726	-40.34
506.65	89.244	-39.61
506.8	89.411	-40.3
507	89.632	-40.39
507.21	89.865	-40.83
507.38	90.053	-41.12
507.6	90.297	-40.97
507.79	90.508	-41.79
508.01	90.752	-41.75
508.2	90.962	999999
508.21	90.973	-41.56
508.71	91.527	-40.93
509.21	92.081	-40.2
510	92.957	-40.81
510.25	93.234	-40.2
510.4	93.4	-40.13
510.6	93.622	-39.88
510.84	93.888	-39.93
511	94.065	-40.1
511.2	94.287	-39.91
511.4	94.508	-39.56
511.6	94.73	-39.36
511.8	94.952	-39.75
512	95.173	-39.55
512.19	95.395	-39.16
512.4	95.674	-38.97
512.6	95.939	-38.78
512.8	96.205	-38.79
513	96.47	-39.17
513.2	96.736	-39.56
513.35	96.935	-38.68
513.6	97.267	-38.36
513.8	97.532	-38.45
514	97.798	-38.42
514.2	98.064	-38.98
514.4	98.329	-38.81
514.65	98.661	-39.23
514.8	98.86	-38.99
515	99.126	-39.04
515.2	99.391	-39.02
515.4	99.657	-38.69
515.63	99.962	-38.75
515.8	100.19	-39.29
516	100.45	-39.1
516.2	100.72	-39.46
516.4	100.98	-39.5
516.61	101.26	-39.74
516.8	101.52	-40
517	101.78	-39.81
517.22	102.07	-39.54
517.4	102.31	-39.95
517.6	102.58	-39.9
517.8	102.87	-39.23
518	103.17	-39.89
518.2	103.48	-39.81
518.4	103.78	-40.48
518.6	104.08	-41.08
518.81	104.4	-41.72
519	104.69	-41.27
519.21	105.01	-41.46
519.43	105.34	-41.35
519.58	105.57	-40.83
519.77	105.86	999999
520.28	106.64	-41.83
520.4	106.82	-40.77
520.6	107.12	-40.62
520.83	107.47	-40.83
521.02	107.76	-41.66
521.2	108.03	-41.33
521.4	108.34	-41.98
521.6	108.64	-42.53
521.82	108.97	-42.42
522	109.25	-43.13
522.28	109.67	-42.21
522.88	110.58	-42.84
523.28	111.29	-43.29
523.4	111.6	-42.77
523.6	112.12	-42.33
523.8	112.64	-42.29
524	113.16	-42.04
524.2	113.68	-41.62
524.4	114.21	-41.68
524.78	115.2	-40.82
525.28	116.5	-40.4
525.4	116.81	-40.52
525.6	117.33	-40.02
525.75	117.73	-39.54
525.9	118.12	-39.4
526.2	118.9	-38.35
526.28	119.11	-38.98
526.4	119.42	-38.78
526.6	119.94	-38.87
526.82	120.52	-38.39
526.98	120.93	-38.76
527.2	121.51	-38.81
527.4	122.03	-38.51
527.6	122.55	-38.52
527.8	123.07	-38.33
528	123.59	-38.07
528.2	124.11	-38.23
528.33	124.45	-38.2
528.83	125.98	-38.19
529.39	128.59	-38.17
529.63	129.71	-38.44
529.8	130.5	-37.92
530	131.43	-37.58
530.2	132.36	-36.8
530.37	133.15	-35.77
530.58	134.13	-36.15
530.8	135.15	-38.52
530.98	135.99	-41.47
531.4	137.95	-41.71
531.62	138.97	-41.16
531.8	139.81	-42.27
531.99	140.69	-43.1
532.2	141.67	-43.33
532.4	142.6	-42.83
532.6	143.53	-41.62
532.8	144.47	-40.33
533.03	145.54	-41.4
533.2	146.33	-42.07
533.42	147.35	-43
533.62	148.28	-42.07
533.82	149.21	-41.87
534	150.05	-42.53
534.2	150.98	-42.69
534.45	152.15	-41.81
534.6	152.85	-41.53
534.83	153.92	-40.93
535	154.71	-40.59
536.25	160.53	-39.07
536.4	161.23	-39.84
536.63	162.3	-39.86
536.81	163.14	-40.11
537.01	164.07	-40.39
537.23	165.1	-40.77
537.41	165.94	-41.15
537.6	166.82	-40.86
537.79	167.71	-40.37
538	168.68	-39.79
538.2	169.62	-39.13
538.39	170.5	-38.38
538.6	171.48	-38.01
538.8	172.41	-38.53
538.98	173.25	-40.25
539.2	174.27	-41.07
539.43	175.35	-42.04
539.6	176.14	-42.7
539.82	177.16	-40.79
539.99	177.95	-40.67
540.2	178.93	-39.29
540.38	179.77	-37.16
540.6	180.79	-39.4
540.8	181.72	-42.2
541	182.66	-43.08
541.3	184.05	-41.44
541.58	185.36	-40.54
541.81	186.43	-39.99
542	187.31	-38.57
542.18	188.15	-38.13
542.75	190.81	-40.36
542.82	191.13	-41.37
543.18	192.81	-40.41
543.6	194.76	-40.81
543.8	195.69	-39.56
544	196.63	-39.85
544.14	197.28	-38.82
544.2	197.56	-39.16
544.58	199.33	-40.7
544.78	200.26	-38.81
545	201.28	-40.72
545.2	202.21	-40.66
545.38	203.05	-40.9
545.6	204.08	-39.07
545.8	205.01	-37.62
546	205.94	-38.47
546.2	206.87	-39.5
546.39	207.76	-40.38
546.6	208.73	-39.13
546.8	209.66	999999
547	210.6	-40.96
547.2	211.53	999999
550.22	225.59	-39.41
550.4	226.43	-39.12
550.58	227.27	-39.55
550.83	228.43	-39.61
550.99	229.18	-39.64
551.2	230.16	999999
551.22	999999	-38.79
553.12	999999	-37.04
553.62	999999	-36.63
554.2	999999	999999
